URL,Status Code,Title,Title Length,Meta Description,Meta Description Length,Meta Keywords,H1 Count,H1 Text,H2 Count,Response Time (ms),Content Type,Content Length
https://www.nescafe.com/nz/dolce-gusto,200,Nescafé Dolce Gusto | Nescafé New Zealand,41,"Discover the ultimate coffee experience with Nescafé Dolce Gusto. From rich espressos to creamy lattes, it's easy to enjoy café-style drinks at home.",149,"dolce gusto,nescafé dolce gusto dolce gusto coffee",1,,9,240,text/html; charset=UTF-8,155215
